"","Source","Title","Narrative","Date"
"5287","NPR","Morning News Brief: Puerto Rico, Senate Health Care Plan","President Trump welcomes the governor of Puerto Rico to the White House Thursday. A bipartisan bill in the Senate to help stabilize Affordable Care Act ...",2017-10-19
"5288","Daily Beast","Federal Ban Leaves Thousands of Pets Behind in Puerto Rico","SAN JUAN—As if making a major life-changing decision of escaping the island after Hurricane Maria was not enough, Puerto Ricans were asked to leave their ...",2017-10-19
"5289","Scroll.in","A month after Hurricane Maria, lakhs in Puerto Rico still without ...","A month after Hurricane Maria, lakhs in Puerto Rico still without power and water An aerial view of a flooded neighbourhood in Puerto Rico's Catano in the ...",2017-10-19
"5290","The Daily News of Newburyport","Triton students get wacky to help Puerto Rico","BRYAN EATON/Staff photoTriton Regional Middle School students held a fundraiser to help with hurricane relief in Puerto Rico. Some of those students involved ...",2017-10-19
"5291","TIME","Here Are the Disturbing Numbers on Puerto Rico One Month After ...","On Sept. 20 Hurricane Maria made landfall on Puerto Rico, leaving at least 48 people dead and decimating the island's already crumbling power grid.",2017-10-19
"5292","Local 10","100 dogs, cats arrive in South Florida from Puerto Rico","Wachter said the shelter in Puerto Rico has no electricity, and pictures on the Save a Sato Facebook page show that its roof was blown off by the storm.",2017-10-19
"5293","KFDA","New Mexico delegation: US labs can help rebuild Puerto Rico","They pointed to programs that could evaluate Puerto Rico's electrical grid needs and other critical infrastructure. The territory was hit by back-to-back hurricanes.",2017-10-19
"5294","Stars and Stripes","Baby born on USNS Comfort one of few Puerto Ricans treated on ...","Tania Rodriguiz Ramos holds her baby Sara Victoria Llull Rodriguiz, as sailors aboard the Military Sealift Command hospital ship USNS Comfort (T-AH 20) say ...",2017-10-19
"5295","The Sunshine Coast Daily","Adios Puerto Rico - 500000 people expected to leave","AS MANY as 500,000 people - 14% of the population - could leave Puerto Rico for good in the aftermath of Hurricane Maria's destruction, the Centre for Puerto ...",2017-10-19
"5296","Daily Northwestern","Faculty, students criticize Trump's response to hurricane in Puerto Rico","Second-year graduate student Zorimar Rivera Montes shows students samples of government-provided food from Puerto Rico. Rivera Montes co-led a teach-in ...",2017-10-19
"5297","Albuquerque Journal","Heche raising funds for hurricane victims in Puerto Rico","The actress, who is filming the NBC drama “The Brave” in Albuquerque, is hosting “The Brave Ones for Puerto Rico” on Monday. Heche has been raising money ...",2017-10-19
"5298","Skift","Forging Ahead in Puerto Rico and Las Vegas — Meetings ...","From natural disasters to acts of terror, major meetings destinations from Puerto Rico to Las Vegas are grappling not only with dealing with the aftermath of these ...",2017-10-19
"5299","Houston Chronicle","Puerto Rico faces demographic disaster as it struggles to rebuild","Long before the winds of Hurricane Maria reached Puerto Rico, another disaster had been wrenching and scattering the lives of island residents. During the ...",2017-10-19
"5300","The Ledger","Winter Haven man using sweepstakes winnings to help family in ...","WINTER HAVEN — Jose Rivera doesn't recall winning any contests before, but it's his family back in Puerto Rico who are set to benefit most. “Right now, they ...",2017-10-19
"5301","WZTV","Puerto Rican family starts over in TN with help from Nashville ...","A Puerto Rican family, who lost everything in Hurricane Maria, found an outpouring of support from East Nashville neighbors to help them start over.",2017-10-19
"5302","WFTV Orlando","Orange County elementary school holds forum to help displaced ...","ORANGE COUNTY, Fla. - In the past 24 hours, Orange County schools have had nearly 200 students enroll after being displaced from Puerto Rico by Hurricane ...",2017-10-19
"5303","W*USA 9","Father leaves Puerto Rico to protect his family","Relying on relatives, Edgar is one many Islanders now in the states with his family, hoping to protect them from the Hurricane Maria's aftermath in Puerto Rico.",2017-10-19
"5304","Chicago Tribune","After Maria, José Andrés and his team have served more meals in ...","Andrés landed in Puerto Rico on Sept. 25 and immediately started working with chef José Enrique, whose eponymous San Juan restaurant was already ...",2017-10-19
"5305","KEYT","Direct Relief returns from Puerto Rico to prepare another airlift of ...","GOLETA, Calif. - The local nonprofit Direct Relief recently delivered much-need medical supplies to the hurricane-damaged island of Puerto Rico, helping to fill ...",2017-10-19
"5306","Chicago Tribune","'Shrinking, shrinking, shrinking': Puerto Rico faces demographic ...","Now, even as officials in Washington and Puerto Rico undertake the recovery, residents are expected to leave en masse, fueling more economic decline and ...",2017-10-19
"5307","Voice of America","Puerto Rico Still Struggling One Month After Hurricane Maria","One month after Hurricane Maria ravaged Puerto Rico, the basic necessities — food, water and power — are still in short supply on the island. And the weather ...",2017-10-19
"5308","Grub Street","Chef José Andrés Has Now Fed More Than 1 Million People in ...","Chef José Andrés and his World Central Kitchen team have passed along word that their tireless Puerto Rico recovery efforts have crossed an impressive new ...",2017-10-19
"5309","Sporting News","MLB playoffs: Enrique Hernandez lifts Dodgers into World Series ...","Even though he was getting ready to start Game 5, his pregame thoughts were with his family and friends in Puerto Rico. He was born in San Juan in 1991, and ...",2017-10-19
"5310","Press Herald","Puerto Rico still stumbles in the dark, 1 month after Maria","A long line of people waits to enter a branch of Scotia Bank on Saturday in Carolina, Puerto Rico. ATMs and credit cards don't work since there is no electricity ...",2017-10-19
"5311","The News","Fort Myers man helps homeless US military veterans in Puerto Rico ...","As Puerto Rico continues recovering from Hurricane Maria, a Fort Myers native prepares to help U.S. military veterans on the island. Ron Lillard, a 1987 North ...",2017-10-19
"5312","fox2now.com","St. Louis man plans return trip to Puerto Rico after mission to deliver ...","Another moment Gillespie won't soon forget was when he and his team first landed in Puerto Rico. ""The people in the whole airport were cheering us on and it ...",2017-10-19
"5313","News & Observer","Triangle tech could help rebuild Puerto Rico","It's been nearly three weeks since Hurricane Maria devastated much of the U.S. territory of Puerto Rico and things still don't appear to be getting much better.",2017-10-19
"5314","New York Times","Carlos Beltran, With Puerto Rico on His Mind, Tries to Steady the ...","After Hurricane Maria laid waste to Puerto Rico last month, Carlos Beltran could not sleep for about 10 days. He said he did not hear from his family there for a ...",2017-10-19
"5315","Seattle Times","Puerto Rico still stumbles in the dark a month after Maria","In this early morning Sept. 20, 2017 photo, a young boy looks out the window as strong winds brought on by Hurricane Maria bend a palm tree and send debris ...",2017-10-19
"5316","Allentown Morning Call","Homegrown help for Puerto Rico","Hurricane Maria is forcing Teresa Negron, left, to relocate with her husband Alfonso from Puerto Rico to Bethlehem where her daughter Bethlehem ...",2017-10-19
"5317","The Boston Globe","Trump on his Puerto Rico response: 'I'd say it was a 10'","WASHINGTON — President Donald Trump gave himself a ''10'' on Thursday for his response to the widespread devastation Puerto Rico suffered after ...",2017-10-19
"5318","New York Post","Stuck without power, Puerto Rican studio dances on","Owners of a San Juan studio left without power in the wake of Hurricane Maria are urging students to come back to class, even if it means dancing in the dark.",2017-10-19
"5319","CNN","Bernie Sanders bows out of Women's Convention to make trip to ...","Washington (CNN) Sen. Bernie Sanders announced Thursday he will visit Puerto Rico in wake of Hurricane Maria, bowing out of his previously scheduled ...",2017-10-19
"5320","Minnesota Public Radio News","Trump says administration's response to hurricane in Puerto Rico 'a ...","President Trump and Puerto Rico Gov. Ricardo Rossello listen as FEMA Administrator Brock Long speaks during a meeting in the Oval Office on Thursday. AP.",2017-10-19
"5321","TwinCities.com","Trump on his Puerto Rico disaster response: 'I'd say it was a 10'","President Donald Trump speaks during a meeting with Governor Ricardo Rossello of Puerto Rico in the Oval Office of the White House, Thursday, Oct. 19, 2017, ...",2017-10-19
"5322","New York Magazine","Trump on Federal Government's Puerto Rico Response: 'I'd Say It ...","Asked on Thursday to rate the federal government's response to the two hurricanes that hit Puerto Rico last month, President Trump said it was a “ten.” “I'd say it ...",2017-10-19
"5323","Surfline.com Surf News","Building a Better Puerto Rico via Catastrophe","Ways to Get Involved: Waves For Water (Hurricane Relief Initiative); Waves For Water (NW Puerto Rico Project); Surfline/SIMA/W4W effort: here. Rincon area: ...",2017-10-19
"5324","USA TODAY","Bernie Sanders will go to Puerto Rico instead of Women's Convention","Sen. Bernie Sanders announced he's heading to Puerto Rico instead of the Women's Convention next week after Twitter erupted with criticism over a man being ...",2017-10-19
"5325","The Denver Post","Trump on his Puerto Rico response: “I'd say it was a 10”","President Donald Trump meets with Governor Ricardo Rossello of Puerto Rico in the Oval Office of the White House, Thursday, Oct. 19, 2017, in Washington.",2017-10-19
"5326","The Guardian","Donald Trump awards himself 10 out of 10 for Puerto Rico hurricane ...","Donald Trump speaks with Governor Ricardo Rosselló of Puerto Rico during a meeting in the Oval Office at the White House on Thursday. Photograph: ...",2017-10-19
"5327","Santa Rosa Press Democrat","Puerto Rico still stumbles in the dark a month after Hurricane Maria","SAN JUAN, Puerto Rico — One man climbs 24 flights of stairs several times a day alongside dormant elevators. Street vendors hawk plastic washboards for $20.",2017-10-19
